stats_type,year,Player,FF,FR,FR TD,year_player,won_super_bowl
fumbles,2018,Sam Hubbard,1,1,1,2018_Sam Hubbard,0
fumbles,2018,Buddy Howell,1,0,0,2018_Buddy Howell,0
fumbles,2018,Anthony Hitchens,1,0,0,2018_Anthony Hitchens,0
fumbles,2018,Cameron Heyward,1,1,0,2018_Cameron Heyward,0
fumbles,2018,Jeff Heath,1,0,0,2018_Jeff Heath,0
fumbles,2018,Vernon Hargreaves III,1,0,0,2018_Vernon Hargreaves III,0
fumbles,2018,Shaun Dion Hamilton,1,0,0,2018_Shaun Dion Hamilton,0
fumbles,2018,Joe Haden,1,0,0,2018_Joe Haden,0
fumbles,2018,Lawrence Guy,1,0,0,2018_Lawrence Guy,1
fumbles,2018,Kamu Grugier-Hill,1,0,0,2018_Kamu Grugier-Hill,0
fumbles,2018,Brent Grimes,1,0,0,2018_Brent Grimes,0
fumbles,2018,Shaq Thompson,1,0,0,2018_Shaq Thompson,0
fumbles,2018,Raven Greene,1,0,0,2018_Raven Greene,0
fumbles,2018,Brandon Graham,1,1,0,2018_Brandon Graham,0
fumbles,2018,Kenny Golladay,1,1,0,2018_Kenny Golladay,0
fumbles,2018,Adarius Taylor,1,0,0,2018_Adarius Taylor,0
fumbles,2018,Clayton Geathers,1,0,0,2018_Clayton Geathers,0
fumbles,2018,Kendall Fuller,1,0,0,2018_Kendall Fuller,0
fumbles,2018,John Franklin-Myers,1,1,0,2018_John Franklin-Myers,0
fumbles,2018,Clayton Fejedelem,1,1,1,2018_Clayton Fejedelem,0
fumbles,2018,Matthias Farley,1,0,0,2018_Matthias Farley,0
fumbles,2018,Antone Exum,1,0,0,2018_Antone Exum,0
fumbles,2018,Rhett Ellison,1,0,0,2018_Rhett Ellison,0
fumbles,2018,Mario Edwards,1,0,0,2018_Mario Edwards,0
fumbles,2018,Bud Dupree,1,0,0,2018_Bud Dupree,0
fumbles,2018,Brandon Dunn,1,0,0,2018_Brandon Dunn,0
fumbles,2018,Patrick DiMarco,1,0,0,2018_Patrick DiMarco,0
fumbles,2018,James Develin,1,0,0,2018_James Develin,1
fumbles,2018,A.J. Derby,1,0,0,2018_A.J. Derby,0
fumbles,2018,Nick DeLuca,1,0,0,2018_Nick DeLuca,0
fumbles,2018,Tyeler Davison,1,0,0,2018_Tyeler Davison,0
fumbles,2018,Michael Davis,1,0,0,2018_Michael Davis,0
fumbles,2018,Jarrad Davis,1,1,0,2018_Jarrad Davis,0
fumbles,2018,Jalen Davis,1,0,0,2018_Jalen Davis,0
fumbles,2018,Corey Davis,1,0,0,2018_Corey Davis,0
fumbles,2018,Carlton Davis,1,1,0,2018_Carlton Davis,0
fumbles,2018,Lavonte David,1,2,0,2018_Lavonte David,0
fumbles,2018,Marcus Davenport,1,0,0,2018_Marcus Davenport,0
fumbles,2018,Marcell Dareus,1,0,0,2018_Marcell Dareus,0
fumbles,2018,Tyrone Crawford,1,0,0,2018_Tyrone Crawford,0
fumbles,2018,Jack Crawford,1,0,0,2018_Jack Crawford,0
fumbles,2018,Fletcher Cox,1,1,0,2018_Fletcher Cox,0
fumbles,2018,Kamalei Correa,1,0,0,2018_Kamalei Correa,0
fumbles,2018,Marcus Cooper,1,0,0,2018_Marcus Cooper,0
fumbles,2018,Will Compton,1,0,0,2018_Will Compton,0
fumbles,2018,Landon Collins,1,0,0,2018_Landon Collins,0
fumbles,2018,Jamie Collins,1,1,0,2018_Jamie Collins,0
fumbles,2018,Kurt Coleman,1,0,0,2018_Kurt Coleman,0
fumbles,2018,Justin Coleman,1,2,1,2018_Justin Coleman,0
fumbles,2018,Jadeveon Clowney,1,3,1,2018_Jadeveon Clowney,0
fumbles,2018,Adrian Clayborn,1,0,0,2018_Adrian Clayborn,1
fumbles,2018,Kenny Clark,1,2,0,2018_Kenny Clark,0
fumbles,2018,Ibraheim Campbell,1,0,0,2018_Ibraheim Campbell,0
fumbles,2018,Calais Campbell,1,1,0,2018_Calais Campbell,0
fumbles,2018,Malcolm Butler,1,0,0,2018_Malcolm Butler,0
fumbles,2018,Adam Butler,1,0,0,2018_Adam Butler,1
fumbles,2018,Deon Bush,1,0,0,2018_Deon Bush,0
fumbles,2018,Deante Burton,1,0,0,2018_Deante Burton,0
fumbles,2018,Artie Burns,1,0,0,2018_Artie Burns,0
fumbles,2018,Deone Bucannon,1,1,0,2018_Deone Bucannon,0
fumbles,2018,Jatavis Brown,1,0,0,2018_Jatavis Brown,0
fumbles,2018,Anthony Brown,1,0,0,2018_Anthony Brown,0
fumbles,2018,Andre Branch,1,1,0,2018_Andre Branch,0
fumbles,2018,James Bradberry,1,0,0,2018_James Bradberry,0
fumbles,2018,Tre Boston,1,1,0,2018_Tre Boston,0
fumbles,2018,Briean Boddy-Calhoun,1,0,0,2018_Briean Boddy-Calhoun,0
fumbles,2018,Antoine Bethea,1,0,0,2018_Antoine Bethea,0
fumbles,2018,Bene' Benwikere,1,0,0,2018_Bene' Benwikere,0
fumbles,2018,Vonn Bell,1,1,0,2018_Vonn Bell,0
fumbles,2018,Mark Barron,1,0,0,2018_Mark Barron,0
fumbles,2018,Anthony Barr,1,0,0,2018_Anthony Barr,0
fumbles,2018,Budda Baker,1,2,1,2018_Budda Baker,0
fumbles,2018,Chidobe Awuzie,1,0,0,2018_Chidobe Awuzie,0
fumbles,2018,Genard Avery,1,1,0,2018_Genard Avery,0
fumbles,2018,Antony Auclair,1,0,0,2018_Antony Auclair,0
fumbles,2018,Jeremiah Attaochu,1,0,0,2018_Jeremiah Attaochu,0
fumbles,2018,Eli Apple,1,1,0,2018_Eli Apple,0
fumbles,2018,Montravius Adams,1,0,0,2018_Montravius Adams,0
fumbles,2020,Marlon Humphrey,8,0,0,2020_Marlon Humphrey,0
fumbles,2020,Haason Reddick,6,0,0,2020_Haason Reddick,0
fumbles,2020,Yannick Ngakoue,6,0,0,2020_Yannick Ngakoue,0
fumbles,2020,Chase Young,4,2,1,2020_Chase Young,0
fumbles,2020,Za'Darius Smith,4,2,0,2020_Za'Darius Smith,0
fumbles,2020,Jason Pierre-Paul,4,2,0,2020_Jason Pierre-Paul,1
fumbles,2020,Marcus Peters,4,2,0,2020_Marcus Peters,0
fumbles,2020,Foye Oluokun,4,1,0,2020_Foye Oluokun,0
fumbles,2020,Michael Ojemudia,4,0,0,2020_Michael Ojemudia,0
fumbles,2020,DeMarcus Lawrence,4,1,0,2020_DeMarcus Lawrence,0
fumbles,2020,Javelin Guidry,4,0,0,2020_Javelin Guidry,0
fumbles,2020,Myles Garrett,4,2,0,2020_Myles Garrett,0
fumbles,2020,Aaron Donald,4,1,0,2020_Aaron Donald,0
fumbles,2020,Donovan Wilson,3,2,0,2020_Donovan Wilson,0
fumbles,2020,Andrew Van Ginkel,3,1,1,2020_Andrew Van Ginkel,0
fumbles,2020,A.J. Terrell,3,0,0,2020_A.J. Terrell,0
fumbles,2020,Josh Sweat,3,0,0,2020_Josh Sweat,0
fumbles,2020,Cameron Sutton,3,0,0,2020_Cameron Sutton,0
fumbles,2020,Logan Ryan,3,1,0,2020_Logan Ryan,0
fumbles,2020,Robert Quinn,3,1,0,2020_Robert Quinn,0
fumbles,2020,Daron Payne,3,1,0,2020_Daron Payne,0
fumbles,2020,Romeo Okwara,3,1,0,2020_Romeo Okwara,0
fumbles,2020,Emmanuel Ogbah,3,0,0,2020_Emmanuel Ogbah,0
fumbles,2020,Terrance Mitchell,3,0,0,2020_Terrance Mitchell,0
fumbles,2020,Khalil Mack,3,2,0,2020_Khalil Mack,0
fumbles,2020,Darius Leonard,3,2,0,2020_Darius Leonard,0
fumbles,2020,Eddie Jackson,3,1,1,2020_Eddie Jackson,0
fumbles,2020,Randy Gregory,3,0,0,2020_Randy Gregory,0
fumbles,2020,Lavonte David,3,2,0,2020_Lavonte David,1
fumbles,2020,Jamie Collins,3,1,0,2020_Jamie Collins,0
fumbles,2020,Brian Burns,3,0,0,2020_Brian Burns,0
fumbles,2020,Vonn Bell,3,2,0,2020_Vonn Bell,0
fumbles,2020,Tarell Basham,3,0,0,2020_Tarell Basham,0
fumbles,2020,Kwon Alexander,3,1,0,2020_Kwon Alexander,0
fumbles,2020,Antoine Winfield Jr.,2,0,0,2020_Antoine Winfield Jr.,1
fumbles,2020,Quinnen Williams,2,0,0,2020_Quinnen Williams,0
fumbles,2020,T.J. Watt,2,0,0,2020_T.J. Watt,0
fumbles,2020,J.J. Watt,2,1,0,2020_J.J. Watt,0
fumbles,2020,Jimmie Ward,2,0,0,2020_Jimmie Ward,0
fumbles,2020,Kyle Van Noy,2,1,0,2020_Kyle Van Noy,0
fumbles,2020,Stephon Tuitt,2,0,0,2020_Stephon Tuitt,0
fumbles,2020,Jerry Tillery,2,1,0,2020_Jerry Tillery,0
fumbles,2020,Jahlani Tavai,2,1,0,2020_Jahlani Tavai,0
fumbles,2020,Montez Sweat,2,0,0,2020_Montez Sweat,0
fumbles,2020,Daniel Sorensen,2,0,0,2020_Daniel Sorensen,0
fumbles,2020,Dawuane Smoot,2,0,0,2020_Dawuane Smoot,0
fumbles,2020,Joe Schobert,2,0,0,2020_Joe Schobert,0
fumbles,2020,Patrick Queen,2,2,1,2020_Patrick Queen,0
fumbles,2020,Jordan Poyer,2,0,0,2020_Jordan Poyer,0
fumbles,2020,Jordan Phillips,2,1,0,2020_Jordan Phillips,0
fumbles,2020,Darius Phillips,2,0,0,2020_Darius Phillips,0
fumbles,2020,Hardy Nickerson,2,0,0,2020_Hardy Nickerson,0
fumbles,2020,Steven Means,2,0,0,2020_Steven Means,0
fumbles,2020,Benson Mayowa,2,1,0,2020_Benson Mayowa,0
fumbles,2020,Marcus Maye,2,0,0,2020_Marcus Maye,0
fumbles,2020,Blake Martinez,2,1,0,2020_Blake Martinez,0
fumbles,2020,Nevin Lawson,2,1,0,2020_Nevin Lawson,0
fumbles,2020,Carl Lawson,2,0,0,2020_Carl Lawson,0
fumbles,2020,A.J. Klein,2,1,0,2020_A.J. Klein,0
fumbles,2020,Johnathan Joseph,2,0,0,2020_Johnathan Joseph,0
fumbles,2020,Chris Jones,2,0,0,2020_Chris Jones,0
fumbles,2020,A.J. Johnson,2,0,0,2020_A.J. Johnson,0
fumbles,2020,Jerry Hughes,2,1,0,2020_Jerry Hughes,0
fumbles,2020,Marcell Harris,2,0,0,2020_Marcell Harris,0
fumbles,2020,Shaq Thompson,2,1,0,2020_Shaq Thompson,0
fumbles,2020,Carl Granderson,2,0,0,2020_Carl Granderson,0
fumbles,2020,Brandon Graham,2,1,0,2020_Brandon Graham,0
fumbles,2020,Trey Flowers,2,0,0,2020_Trey Flowers,0
fumbles,2020,Clelin Ferrell,2,0,0,2020_Clelin Ferrell,0
fumbles,2020,DeShon Elliott,2,0,0,2020_DeShon Elliott,0
fumbles,2020,T.J. Edwards,2,0,0,2020_T.J. Edwards,0
fumbles,2020,Bud Dupree,2,0,0,2020_Bud Dupree,0
fumbles,2020,Jarrad Davis,2,0,0,2020_Jarrad Davis,0
fumbles,2020,Chuck Clark,2,0,0,2020_Chuck Clark,0
fumbles,2020,Jeremy Chinn,2,2,2,2020_Jeremy Chinn,0
fumbles,2020,Shilique Calhoun,2,0,0,2020_Shilique Calhoun,0
fumbles,2020,Oren Burks,2,0,0,2020_Oren Burks,0
fumbles,2020,DeForest Buckner,2,1,0,2020_DeForest Buckner,0
fumbles,2020,Jayon Brown,2,0,0,2020_Jayon Brown,0
fumbles,2020,James Bradberry,2,1,0,2020_James Bradberry,0
fumbles,2020,Vic Beasley,2,0,0,2020_Vic Beasley,0
fumbles,2020,Cody Barton,2,0,0,2020_Cody Barton,0
fumbles,2020,Shaquil Barrett,2,0,0,2020_Shaquil Barrett,1
fumbles,2020,Jerome Baker,2,0,0,2020_Jerome Baker,0
fumbles,2020,Tyrell Adams,2,0,0,2020_Tyrell Adams,0
fumbles,2020,Justin Zimmer,1,0,0,2020_Justin Zimmer,0
fumbles,2020,Isaac Yiadom,1,0,0,2020_Isaac Yiadom,0
fumbles,2020,Rock Ya-Sin,1,0,0,2020_Rock Ya-Sin,0
fumbles,2020,K.J. Wright,1,0,0,2020_K.J. Wright,0
fumbles,2020,D.J. Wonnum,1,0,0,2020_D.J. Wonnum,0
fumbles,2020,Chase Winovich,1,0,0,2020_Chase Winovich,0
fumbles,2020,Eric Wilson,1,0,0,2020_Eric Wilson,0
fumbles,2020,Damien Wilson,1,0,0,2020_Damien Wilson,0
fumbles,2020,Ced Wilson,1,0,0,2020_Ced Wilson,0
fumbles,2020,Brandon Wilson,1,0,0,2020_Brandon Wilson,0
fumbles,2020,Khari Willis,1,0,0,2020_Khari Willis,0
fumbles,2020,Quincy Williams,1,0,0,2020_Quincy Williams,0
fumbles,2020,K'Waun Williams,1,0,0,2020_K'Waun Williams,0
fumbles,2020,Jordan Whitehead,1,0,0,2020_Jordan Whitehead,1
fumbles,2020,Tre'Davious White,1,2,0,2020_Tre'Davious White,0
fumbles,2020,Devin White,1,1,0,2020_Devin White,1
fumbles,2020,Tershawn Wharton,1,1,0,2020_Tershawn Wharton,0
fumbles,2020,Ken Webster,1,0,0,2020_Ken Webster,0
fumbles,2020,Sammy Watkins,1,0,0,2020_Sammy Watkins,0
fumbles,2020,Charles Washington,1,0,0,2020_Charles Washington,0
fumbles,2020,Fred Warner,1,2,0,2020_Fred Warner,0
fumbles,2020,Denzel Ward,1,0,0,2020_Denzel Ward,0
fumbles,2020,Mykal Walker,1,0,0,2020_Mykal Walker,0
fumbles,2020,DeMarcus Walker,1,0,0,2020_DeMarcus Walker,0
fumbles,2020,Nick Vigil,1,2,0,2020_Nick Vigil,0
fumbles,2020,Olivier Vernon,1,1,0,2020_Olivier Vernon,0
fumbles,2020,Leighton Vander Esch,1,0,0,2020_Leighton Vander Esch,0
fumbles,2020,Jacob Tuioti-Mariner,1,2,0,2020_Jacob Tuioti-Mariner,0
fumbles,2020,Danny Trevathan,1,0,0,2020_Danny Trevathan,0
fumbles,2020,Darian Thompson,1,0,0,2020_Darian Thompson,0
fumbles,2020,Tavierre Thomas,1,0,0,2020_Tavierre Thomas,0
fumbles,2020,Ndamukong Suh,1,0,0,2020_Ndamukong Suh,1
fumbles,2020,Roquan Smith,1,0,0,2020_Roquan Smith,0
fumbles,2020,Malcolm Smith,1,0,0,2020_Malcolm Smith,0
fumbles,2020,Andre Smith,1,0,0,2020_Andre Smith,0
fumbles,2020,Buster Skrine,1,0,0,2020_Buster Skrine,0
fumbles,2020,Jeffery Simmons,1,2,0,2020_Jeffery Simmons,0
fumbles,2020,Isaiah Simmons,1,1,0,2020_Isaiah Simmons,0
fumbles,2020,Laviska Shenault Jr.,1,0,0,2020_Laviska Shenault Jr.,0
fumbles,2020,Kendall Sheffield,1,0,0,2020_Kendall Sheffield,0
fumbles,2020,Jabaal Sheard,1,0,0,2020_Jabaal Sheard,0
fumbles,2020,Andrew Sendejo,1,0,0,2020_Andrew Sendejo,0
fumbles,2020,Reggie Robinson II,1,0,0,2020_Reggie Robinson II,0
fumbles,2020,Alton Robinson,1,0,0,2020_Alton Robinson,0
fumbles,2020,Nickell Robey-Coleman,1,1,0,2020_Nickell Robey-Coleman,0
fumbles,2020,Craig Robertson,1,0,0,2020_Craig Robertson,0
fumbles,2020,Elandon Roberts,1,0,0,2020_Elandon Roberts,0
fumbles,2020,Derick Roberson,1,0,0,2020_Derick Roberson,0
fumbles,2020,Duke Riley,1,0,0,2020_Duke Riley,0
fumbles,2020,Sheldon Richardson,1,0,0,2020_Sheldon Richardson,0
fumbles,2020,LaRoy Reynolds,1,1,0,2020_LaRoy Reynolds,0
fumbles,2020,Malik Reed,1,0,0,2020_Malik Reed,0
fumbles,2020,Jarran Reed,1,0,0,2020_Jarran Reed,0
fumbles,2020,Taylor Rapp,1,0,0,2020_Taylor Rapp,0
fumbles,2020,Reggie Ragland,1,0,0,2020_Reggie Ragland,0
fumbles,2020,Kevin Pierre-Louis,1,0,0,2020_Kevin Pierre-Louis,0
fumbles,2020,Denzel Perryman,1,0,0,2020_Denzel Perryman,0
fumbles,2020,Jabrill Peppers,1,1,0,2020_Jabrill Peppers,0
fumbles,2020,Isaiah Oliver,1,0,0,2020_Isaiah Oliver,0
fumbles,2020,Ed Oliver,1,0,0,2020_Ed Oliver,0
fumbles,2020,Alex Okafor,1,0,0,2020_Alex Okafor,0
fumbles,2020,Larry Ogunjobi,1,0,0,2020_Larry Ogunjobi,0
fumbles,2020,George Odum,1,0,0,2020_George Odum,0
fumbles,2020,Efe Obada,1,2,0,2020_Efe Obada,0
fumbles,2020,Josh Norman,1,1,0,2020_Josh Norman,0
fumbles,2020,Ben Niemann,1,2,0,2020_Ben Niemann,0
fumbles,2020,Eric Murray,1,0,0,2020_Eric Murray,0
fumbles,2020,Al-Quadin Muhammad,1,0,0,2020_Al-Quadin Muhammad,0
fumbles,2020,Morgan Moses,1,0,0,2020_Morgan Moses,0
fumbles,2020,Nicholas Morrow,1,1,0,2020_Nicholas Morrow,0
fumbles,2020,Jimmy Moreland,1,0,0,2020_Jimmy Moreland,0
fumbles,2020,Tarvarius Moore,1,1,0,2020_Tarvarius Moore,0
fumbles,2020,Kenny Moore II,1,0,0,2020_Kenny Moore II,0
fumbles,2020,D.J. Moore,1,0,0,2020_D.J. Moore,0
fumbles,2020,Damontre Moore,1,0,0,2020_Damontre Moore,0
fumbles,2020,A.J. Moore,1,0,0,2020_A.J. Moore,0
fumbles,2020,Jalen Mills,1,0,0,2020_Jalen Mills,0
fumbles,2020,Bruce Miller,1,0,0,2020_Bruce Miller,0
fumbles,2020,Raekwon McMillan,1,0,0,2020_Raekwon McMillan,0
fumbles,2020,Sherrick McManis,1,0,0,2020_Sherrick McManis,0
fumbles,2020,David Mayo,1,0,0,2020_David Mayo,0
fumbles,2020,Jake Martin,1,0,0,2020_Jake Martin,0
fumbles,2020,Cassius Marsh,1,0,0,2020_Cassius Marsh,0
fumbles,2020,Cameron Malveaux,1,0,0,2020_Cameron Malveaux,0
fumbles,2020,Jordan Mailata,1,0,0,2020_Jordan Mailata,0
fumbles,2020,Frankie Luvu,1,0,0,2020_Frankie Luvu,0
fumbles,2020,David Long,1,0,0,2020_David Long,0
fumbles,2020,Cre'von LeBlanc,1,0,0,2020_Cre'von LeBlanc,0
fumbles,2020,Shaq Lawson,1,0,0,2020_Shaq Lawson,0
fumbles,2020,Nick Kwiatkoski,1,0,0,2020_Nick Kwiatkoski,0
fumbles,2020,Micah Kiser,1,0,0,2020_Micah Kiser,0
fumbles,2020,Kevin King,1,1,0,2020_Kevin King,0
fumbles,2020,Zach Kerr,1,0,0,2020_Zach Kerr,0
fumbles,2020,Kingsley Keke,1,0,0,2020_Kingsley Keke,0
fumbles,2020,Jayron Kearse,1,0,0,2020_Jayron Kearse,0
fumbles,2020,Damontae Kazee,1,0,0,2020_Damontae Kazee,0
fumbles,2020,Joshua Kalu,1,0,0,2020_Joshua Kalu,0
fumbles,2020,Sebastian Joseph-Day,1,0,0,2020_Sebastian Joseph-Day,0
fumbles,2020,Dion Jordan,1,1,0,2020_Dion Jordan,0
fumbles,2020,Cameron Jordan,1,0,0,2020_Cameron Jordan,0
fumbles,2020,Sidney Jones,1,0,0,2020_Sidney Jones,0
fumbles,2020,Jonathan Jones,1,0,0,2020_Jonathan Jones,0
fumbles,2020,Deion Jones,1,1,0,2020_Deion Jones,0
fumbles,2020,DaQuan Jones,1,0,0,2020_DaQuan Jones,0
fumbles,2020,Byron Jones,1,0,0,2020_Byron Jones,0
fumbles,2020,Brandon Jones,1,0,0,2020_Brandon Jones,0
fumbles,2020,Taron Johnson,1,0,0,2020_Taron Johnson,0
fumbles,2020,Marcus Johnson,1,0,0,2020_Marcus Johnson,0
fumbles,2020,Austin Johnson,1,0,0,2020_Austin Johnson,0
fumbles,2020,Kevin Johnson,1,0,0,2020_Kevin Johnson,0
fumbles,2020,Malcolm Jenkins,1,1,0,2020_Malcolm Jenkins,0
fumbles,2020,Jordan Jenkins,1,0,0,2020_Jordan Jenkins,0
fumbles,2020,Quinton Jefferson,1,1,0,2020_Quinton Jefferson,0
fumbles,2020,Michael Jacquet,1,0,0,2020_Michael Jacquet,0
fumbles,2020,Myles Jack,1,0,0,2020_Myles Jack,0
fumbles,2020,Sam Hubbard,1,0,0,2020_Sam Hubbard,0
fumbles,2020,Xavien Howard,1,0,0,2020_Xavien Howard,0
fumbles,2020,Justin Houston,1,1,0,2020_Justin Houston,0
fumbles,2020,Justin Hollins,1,0,0,2020_Justin Hollins,0
fumbles,2020,Mike Hilton,1,1,0,2020_Mike Hilton,0
fumbles,2020,Tyreek Hill,1,0,0,2020_Tyreek Hill,0
fumbles,2020,Troy Hill,1,2,1,2020_Troy Hill,0
fumbles,2020,Justice Hill,1,0,0,2020_Justice Hill,0
fumbles,2020,Neville Hewitt,1,1,0,2020_Neville Hewitt,0
fumbles,2020,Trey Hendrickson,1,0,0,2020_Trey Hendrickson,0
fumbles,2020,C.J. Henderson,1,0,0,2020_C.J. Henderson,0
fumbles,2020,Marquis Haynes,1,2,0,2020_Marquis Haynes,0
fumbles,2020,Damon Harrison,1,0,0,2020_Damon Harrison,0
fumbles,2020,Shelby Harris,1,0,0,2020_Shelby Harris,0
fumbles,2020,Erik Harris,1,0,0,2020_Erik Harris,0
fumbles,2020,Demetrius Harris,1,0,0,2020_Demetrius Harris,0
fumbles,2020,Davontae Harris,1,0,0,2020_Davontae Harris,0
fumbles,2020,Da'Shawn Hand,1,0,0,2020_Da'Shawn Hand,0
fumbles,2020,Nate Hall,1,0,0,2020_Nate Hall,0
fumbles,2020,Yetur Gross-Matos,1,0,0,2020_Yetur Gross-Matos,0
fumbles,2020,Raven Greene,1,0,0,2020_Raven Greene,0
fumbles,2020,Adam Gotsis,1,0,0,2020_Adam Gotsis,0
fumbles,2020,Markus Golden,1,1,0,2020_Markus Golden,0
fumbles,2020,Graham Glasgow,1,0,0,2020_Graham Glasgow,0
fumbles,2020,Jeff Gladney,1,0,0,2020_Jeff Gladney,0
fumbles,2020,Stephon Gilmore,1,0,0,2020_Stephon Gilmore,0
fumbles,2020,Reggie Gilliam,1,0,0,2020_Reggie Gilliam,0
fumbles,2020,Willie Gay Jr.,1,0,0,2020_Willie Gay Jr.,0
fumbles,2020,Kyle Fuller,1,0,0,2020_Kyle Fuller,0
fumbles,2020,Morgan Fox,1,0,0,2020_Morgan Fox,0
fumbles,2020,Dante Fowler Jr.,1,0,0,2020_Dante Fowler Jr.,0
fumbles,2020,L.J. Fort,1,1,0,2020_L.J. Fort,0
fumbles,2020,Poona Ford,1,0,0,2020_Poona Ford,0
fumbles,2020,Leonard Floyd,1,2,0,2020_Leonard Floyd,0
fumbles,2020,Tre Flowers,1,0,0,2020_Tre Flowers,0
fumbles,2020,Minkah Fitzpatrick,1,0,0,2020_Minkah Fitzpatrick,0
fumbles,2020,Kylie Fitts,1,0,0,2020_Kylie Fitts,0
fumbles,2020,Clayton Fejedelem,1,1,0,2020_Clayton Fejedelem,0
fumbles,2020,Foley Fatukasi,1,0,0,2020_Foley Fatukasi,0
fumbles,2020,Brandon Facyson,1,0,0,2020_Brandon Facyson,0
fumbles,2020,Kyler Fackrell,1,0,0,2020_Kyler Fackrell,0
fumbles,2020,Deshazor Everett,1,0,0,2020_Deshazor Everett,0
fumbles,2020,Corn Elder,1,0,0,2020_Corn Elder,0
fumbles,2020,Tyler Eifert,1,0,0,2020_Tyler Eifert,0
fumbles,2020,Gus Edwards,1,0,0,2020_Gus Edwards,0
fumbles,2020,Samson Ebukam,1,0,0,2020_Samson Ebukam,0
fumbles,2020,Trevon Diggs,1,0,0,2020_Trevon Diggs,0
fumbles,2020,Pierre Desir,1,0,0,2020_Pierre Desir,0
fumbles,2020,Cameron Dantzler,1,1,0,2020_Cameron Dantzler,0
fumbles,2020,Darrell Daniels,1,0,0,2020_Darrell Daniels,0
fumbles,2020,Johnathan Cyprien,1,0,0,2020_Johnathan Cyprien,0
fumbles,2020,Zach Cunningham,1,0,0,2020_Zach Cunningham,0
fumbles,2020,Jack Crawford,1,0,0,2020_Jack Crawford,0
fumbles,2020,Fletcher Cox,1,0,0,2020_Fletcher Cox,0
fumbles,2020,Landon Collins,1,0,0,2020_Landon Collins,0
fumbles,2020,Jadeveon Clowney,1,0,0,2020_Jadeveon Clowney,0
fumbles,2020,Adrian Clayborn,1,0,0,2020_Adrian Clayborn,0
fumbles,2020,Bradley Chubb,1,0,0,2020_Bradley Chubb,0
fumbles,2020,Taco Charlton,1,0,0,2020_Taco Charlton,0
fumbles,2020,Tevaughn Campbell,1,0,0,2020_Tevaughn Campbell,0
fumbles,2020,De'Vondre Campbell,1,0,0,2020_De'Vondre Campbell,0
fumbles,2020,Kevin Byard,1,0,0,2020_Kevin Byard,0
fumbles,2020,Vernon Butler,1,0,0,2020_Vernon Butler,0
fumbles,2020,Sean Murphy-Bunting,1,1,0,2020_Sean Murphy-Bunting,1
fumbles,2020,Cameron Brown,1,0,0,2020_Cameron Brown,0
fumbles,2020,Bashaud Breeland,1,0,0,2020_Bashaud Breeland,0
fumbles,2020,Jordan Brailford,1,1,0,2020_Jordan Brailford,0
fumbles,2020,Kris Boyd,1,0,0,2020_Kris Boyd,0
fumbles,2020,Tre Boston,1,0,0,2020_Tre Boston,0
fumbles,2020,Nick Bosa,1,0,0,2020_Nick Bosa,0
fumbles,2020,Mike Boone,1,0,0,2020_Mike Boone,0
fumbles,2020,Chris Board,1,0,0,2020_Chris Board,0
fumbles,2020,Marquise Blair,1,0,0,2020_Marquise Blair,0
fumbles,2020,Julian Blackmon,1,0,0,2020_Julian Blackmon,0
fumbles,2020,Henry Black,1,0,0,2020_Henry Black,0
fumbles,2020,Jessie Bates,1,0,0,2020_Jessie Bates,0
fumbles,2020,Krys Barnes,1,0,0,2020_Krys Barnes,0
fumbles,2020,Budda Baker,1,0,0,2020_Budda Baker,0
fumbles,2020,Blessuan Austin,1,0,0,2020_Blessuan Austin,0
fumbles,2020,Jeremiah Attaochu,1,0,0,2020_Jeremiah Attaochu,0
fumbles,2020,Dorance Armstrong,1,2,0,2020_Dorance Armstrong,0
fumbles,2020,Ugo Amadi,1,0,0,2020_Ugo Amadi,0
fumbles,2020,Tyson Alualu,1,0,0,2020_Tyson Alualu,0
fumbles,2020,Azeez Al-Shaair,1,0,0,2020_Azeez Al-Shaair,0
fumbles,2020,Jaire Alexander,1,0,0,2020_Jaire Alexander,0
fumbles,2020,Ola Adeniyi,1,0,0,2020_Ola Adeniyi,0
fumbles,2020,Jamal Adams,1,0,0,2020_Jamal Adams,0
