stats_type,year,Player,Rec,Yds,TD,20+,40+,Lng,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts,year_player,won_super_bowl
receiving,2019,Derrick Henry,18,206,2,2,1,75,4,0.222,0,0,23,2019_Derrick Henry,0
receiving,2019,Boston Scott,24,204,0,2,0,39,10,0.417,1,0,26,2019_Boston Scott,0
receiving,2019,Patrick Laird,23,204,0,2,0,21,13,0.565,0,0,30,2019_Patrick Laird,0
receiving,2019,Anthony Firkser,14,204,1,5,0,39,9,0.643,0,0,24,2019_Anthony Firkser,0
receiving,2019,Maxx Williams,15,202,1,5,0,28,11,0.733,0,0,18,2019_Maxx Williams,0
receiving,2019,Damion Ratley,12,200,1,4,1,46,11,0.917,0,0,24,2019_Damion Ratley,0
receiving,2019,Scott Miller,13,200,1,3,1,48,5,0.385,0,0,26,2019_Scott Miller,0
receiving,2019,Trey Quinn,26,198,1,0,0,19,10,0.385,1,0,45,2019_Trey Quinn,0
receiving,2019,Miles Boykin,13,198,3,2,1,50,10,0.769,0,0,20,2019_Miles Boykin,0
receiving,2019,Phillip Lindsay,35,196,0,1,0,36,9,0.257,0,0,47,2019_Phillip Lindsay,0
receiving,2019,Justin Hardy,19,195,0,2,0,23,9,0.474,0,0,26,2019_Justin Hardy,0
receiving,2019,Devin Singletary,29,194,2,3,1,49,5,0.172,0,0,41,2019_Devin Singletary,0
receiving,2019,Bennie Fowler,23,193,0,0,0,17,12,0.522,0,0,36,2019_Bennie Fowler,0
receiving,2019,Andy Isabella,9,189,1,2,2,88,4,0.444,0,0,13,2019_Andy Isabella,0
receiving,2019,KeeSean Johnson,21,187,1,1,0,31,10,0.476,1,0,42,2019_KeeSean Johnson,0
receiving,2019,Javon Wims,18,186,1,1,0,37,9,0.5,0,0,39,2019_Javon Wims,0
receiving,2019,Marquise Goodwin,12,186,1,3,0,38,10,0.833,0,0,21,2019_Marquise Goodwin,0
receiving,2019,David Montgomery,25,185,1,2,0,30,7,0.28,0,0,35,2019_David Montgomery,0
receiving,2019,Laquon Treadwell,9,184,1,3,1,58,8,0.889,0,0,13,2019_Laquon Treadwell,0
receiving,2019,LeSean McCoy,28,181,1,2,0,23,6,0.214,1,0,34,2019_LeSean McCoy,1
receiving,2019,Raheem Mostert,14,180,2,3,0,39,6,0.429,0,0,22,2019_Raheem Mostert,0
receiving,2019,Tevin Coleman,21,180,1,2,0,37,9,0.429,0,0,30,2019_Tevin Coleman,0
receiving,2019,Chester Rogers,16,179,2,2,0,27,11,0.688,0,0,28,2019_Chester Rogers,0
receiving,2019,Tavon Austin,13,177,1,2,1,59,8,0.615,0,0,24,2019_Tavon Austin,0
receiving,2019,Deon Cain,13,176,0,4,0,85,10,0.769,0,0,34,2019_Deon Cain,0
receiving,2019,Foster Moreau,21,174,5,1,0,23,14,0.667,0,0,25,2019_Foster Moreau,0
receiving,2019,Benjamin Watson,17,173,0,3,0,26,9,0.529,0,0,24,2019_Benjamin Watson,0
receiving,2019,Logan Thomas,16,173,1,0,0,17,10,0.625,0,0,28,2019_Logan Thomas,0
receiving,2019,Kalif Raymond,9,170,1,3,2,52,6,0.667,1,0,12,2019_Kalif Raymond,0
receiving,2019,Byron Pringle,12,170,1,3,0,28,7,0.583,0,0,16,2019_Byron Pringle,1
receiving,2019,J.J. Arcega-Whiteside,10,169,1,4,0,30,7,0.7,0,0,22,2019_J.J. Arcega-Whiteside,0
receiving,2019,Darrel Williams,15,167,1,2,1,52,7,0.467,0,0,19,2019_Darrel Williams,1
receiving,2019,Rhett Ellison,18,167,1,3,0,31,4,0.222,0,0,28,2019_Rhett Ellison,0
receiving,2019,Duke Williams,12,166,1,3,1,41,8,0.667,0,0,19,2019_Duke Williams,0
receiving,2019,Nick Vannett,17,166,0,0,0,31,5,0.294,0,0,22,2019_Nick Vannett,0
receiving,2019,Josh Jacobs,20,166,0,2,0,28,8,0.4,0,0,27,2019_Josh Jacobs,0
receiving,2019,Dion Lewis,25,164,1,2,0,24,7,0.28,0,0,32,2019_Dion Lewis,0
receiving,2019,Jakeem Grant,19,164,0,0,0,18,9,0.474,0,0,32,2019_Jakeem Grant,0
receiving,2019,DeAndre Carter,11,162,0,4,1,46,6,0.545,0,0,14,2019_DeAndre Carter,0
receiving,2019,Justin Watson,15,159,2,0,0,17,10,0.667,0,0,26,2019_Justin Watson,0
receiving,2019,Marcedes Lewis,15,156,1,2,0,25,8,0.533,0,0,19,2019_Marcedes Lewis,0
receiving,2019,James O'Shaughnessy,14,153,2,1,0,35,7,0.5,0,0,20,2019_James O'Shaughnessy,0
receiving,2019,Demetrius Harris,15,149,3,2,0,23,10,0.667,0,0,26,2019_Demetrius Harris,0
receiving,2019,C.J. Ham,17,149,1,3,0,36,6,0.353,0,0,25,2019_C.J. Ham,0
receiving,2019,Ryquell Armstead,14,144,2,2,0,31,9,0.643,0,0,24,2019_Ryquell Armstead,0
receiving,2019,Adrian Peterson,16,142,0,3,0,22,7,0.438,0,0,19,2019_Adrian Peterson,0
receiving,2019,Jesse James,16,142,0,1,0,23,8,0.5,0,0,27,2019_Jesse James,0
receiving,2019,Seth DeValve,12,140,0,1,0,20,7,0.583,0,0,18,2019_Seth DeValve,0
receiving,2019,Ian Thomas,16,136,1,0,0,19,10,0.625,0,0,30,2019_Ian Thomas,0
receiving,2019,Keelan Doss,11,133,0,1,0,31,6,0.545,0,0,14,2019_Keelan Doss,0
receiving,2019,Matt LaCosse,13,131,1,3,0,24,6,0.462,0,0,19,2019_Matt LaCosse,0
receiving,2019,Kerryon Johnson,10,127,1,3,0,36,7,0.7,0,0,15,2019_Kerryon Johnson,0
receiving,2019,Parris Campbell,18,127,1,1,0,27,6,0.333,2,0,24,2019_Parris Campbell,0
receiving,2019,Dan Arnold,8,127,2,3,0,56,6,0.75,0,0,14,2019_Dan Arnold,0
receiving,2019,T.J. Yeldon,13,124,0,1,0,23,6,0.462,0,0,15,2019_T.J. Yeldon,0
receiving,2019,Vernon Davis,10,123,1,1,1,48,4,0.4,0,0,19,2019_Vernon Davis,0
receiving,2019,Matt Breida,19,120,1,0,0,17,6,0.316,0,0,21,2019_Matt Breida,0
receiving,2019,Braxton Berrios,6,115,0,2,1,69,3,0.5,0,0,13,2019_Braxton Berrios,0
receiving,2019,Peyton Barber,16,115,1,0,0,16,4,0.25,0,0,24,2019_Peyton Barber,0
receiving,2019,Tommy Sweeney,8,114,0,3,0,29,4,0.5,0,0,13,2019_Tommy Sweeney,0
receiving,2019,Jeff Heuerman,14,114,1,1,0,26,9,0.643,0,0,20,2019_Jeff Heuerman,0
receiving,2019,Brandon Bolden,9,111,1,2,0,29,6,0.667,0,0,11,2019_Brandon Bolden,0
receiving,2019,Dante Pettis,11,109,2,2,0,21,7,0.636,0,0,21,2019_Dante Pettis,0
receiving,2019,Nick O'Leary,13,109,1,0,0,34,4,0.308,1,0,18,2019_Nick O'Leary,0
receiving,2019,Ty Johnson,24,109,0,0,0,13,4,0.167,1,0,29,2019_Ty Johnson,0
receiving,2019,Derek Carrier,13,108,1,2,0,25,4,0.308,0,0,19,2019_Derek Carrier,0
receiving,2019,Tony Pollard,15,107,1,1,0,21,4,0.267,0,0,20,2019_Tony Pollard,0
receiving,2019,Brandon Zylstra,8,106,0,2,1,40,5,0.625,0,0,12,2019_Brandon Zylstra,0
receiving,2019,N'Keal Harry,12,105,2,0,0,18,7,0.583,0,0,24,2019_N'Keal Harry,0
receiving,2019,Chase Edmonds,12,105,1,1,0,31,5,0.417,0,0,19,2019_Chase Edmonds,0
receiving,2019,Hale Hentges,8,103,1,2,0,24,6,0.75,0,0,14,2019_Hale Hentges,0
receiving,2019,Wayne Gallman,11,102,1,3,0,21,4,0.364,0,0,15,2019_Wayne Gallman,0
receiving,2019,Robert Tonyan,10,100,1,2,0,28,4,0.4,0,0,15,2019_Robert Tonyan,0
receiving,2019,Frank Gore,13,100,0,0,0,18,5,0.385,0,0,16,2019_Frank Gore,0
receiving,2019,Sony Michel,12,94,0,0,0,19,7,0.583,0,0,20,2019_Sony Michel,0
receiving,2019,Mo Alie-Cox,8,93,0,1,0,21,5,0.625,0,0,11,2019_Mo Alie-Cox,0
receiving,2019,Dontrell Hilliard,12,92,0,0,0,19,4,0.333,0,0,15,2019_Dontrell Hilliard,0
receiving,2019,Ross Dwelley,15,91,2,1,0,25,8,0.533,0,0,22,2019_Ross Dwelley,0
receiving,2019,Christian Blake,11,91,0,0,0,13,5,0.455,0,0,21,2019_Christian Blake,0
receiving,2019,Ty Montgomery,13,90,0,1,0,21,3,0.231,0,0,17,2019_Ty Montgomery,0
receiving,2019,Andrew Beck,9,90,1,1,0,29,6,0.667,0,0,12,2019_Andrew Beck,0
receiving,2019,Mark Walton,15,89,0,0,0,18,3,0.2,1,0,21,2019_Mark Walton,0
receiving,2019,Antonio Callaway,8,89,0,1,1,41,3,0.375,0,0,15,2019_Antonio Callaway,0
receiving,2019,Ameer Abdullah,15,88,1,0,0,16,5,0.333,0,0,21,2019_Ameer Abdullah,0
receiving,2019,Ito Smith,11,87,0,0,0,10,2,0.182,0,0,14,2019_Ito Smith,0
receiving,2019,Josh Perkins,9,87,1,1,0,24,5,0.556,0,0,13,2019_Josh Perkins,0
receiving,2019,Trey Burton,14,84,0,0,0,16,5,0.357,0,0,23,2019_Trey Burton,0
receiving,2019,Rashaad Penny,8,83,1,1,0,30,3,0.375,0,0,11,2019_Rashaad Penny,0
receiving,2019,Cordarrelle Patterson,11,83,0,1,0,33,3,0.273,0,0,17,2019_Cordarrelle Patterson,0
receiving,2019,Damion Willis,9,82,0,0,0,17,3,0.333,0,0,14,2019_Damion Willis,0
receiving,2019,Alexander Mattison,10,82,0,0,0,17,3,0.3,0,0,12,2019_Alexander Mattison,0
receiving,2019,Marlon Mack,14,82,0,0,0,14,2,0.143,0,0,16,2019_Marlon Mack,0
receiving,2019,Trent Sherfield,4,80,0,2,0,38,4,1.0,0,0,11,2019_Trent Sherfield,0
receiving,2019,Virgil Green,9,78,1,0,0,15,4,0.444,0,0,12,2019_Virgil Green,0
receiving,2019,C.J. Prosise,10,76,0,1,0,21,3,0.3,0,0,12,2019_C.J. Prosise,0
receiving,2019,Adam Shaheen,9,74,0,0,0,18,3,0.333,0,0,13,2019_Adam Shaheen,0
receiving,2019,Daniel Brown,7,72,1,2,0,24,4,0.571,0,0,11,2019_Daniel Brown,0
receiving,2019,Tyler Kroft,6,71,1,1,0,20,5,0.833,0,0,14,2019_Tyler Kroft,0
receiving,2019,Justice Hill,8,70,0,0,0,14,5,0.625,0,0,15,2019_Justice Hill,0
receiving,2019,Jordan Howard,10,69,1,1,0,20,3,0.3,0,0,14,2019_Jordan Howard,0
receiving,2019,Brian Hill,10,69,1,0,0,12,4,0.4,0,0,14,2019_Brian Hill,0
receiving,2019,Chris Hogan,8,67,0,0,0,13,3,0.375,0,0,15,2019_Chris Hogan,0
receiving,2019,Blake Bell,8,67,0,1,0,30,3,0.375,0,0,15,2019_Blake Bell,1
receiving,2019,Geoff Swaim,13,65,0,0,0,9,1,0.077,0,0,17,2019_Geoff Swaim,0
receiving,2019,Durham Smythe,7,65,0,1,0,24,2,0.286,0,0,14,2019_Durham Smythe,0
receiving,2019,Wendell Smallwood,9,64,0,0,0,18,4,0.444,0,0,13,2019_Wendell Smallwood,0
receiving,2019,Kalen Ballage,14,63,0,0,0,13,4,0.286,0,0,23,2019_Kalen Ballage,0
receiving,2019,Ben Braunecker,6,59,1,0,0,18,5,0.833,0,0,11,2019_Ben Braunecker,0
receiving,2019,Andre Patton,6,56,0,0,0,15,4,0.667,0,0,14,2019_Andre Patton,0
receiving,2019,Travis Homer,11,56,0,0,0,11,3,0.273,0,0,13,2019_Travis Homer,0
receiving,2019,Luke Stocker,8,53,0,0,0,18,2,0.25,1,0,14,2019_Luke Stocker,0
receiving,2019,Myles Gaskin,7,51,0,1,0,20,2,0.286,0,0,12,2019_Myles Gaskin,0
receiving,2019,Mike Davis,14,44,0,0,0,14,2,0.143,0,0,16,2019_Mike Davis,0
receiving,2019,Jordan Wilkins,7,43,0,0,0,11,1,0.143,0,0,11,2019_Jordan Wilkins,0
receiving,2019,Carlos Hyde,10,42,0,0,0,14,2,0.2,0,0,16,2019_Carlos Hyde,0
receiving,2019,Donte Moncrief,8,36,0,0,0,22,2,0.25,0,0,30,2019_Donte Moncrief,0
receiving,2019,Bobo Wilson,3,35,0,0,0,14,2,0.667,0,0,11,2019_Bobo Wilson,0
receiving,2019,Bilal Powell,7,33,0,0,0,9,0,0.0,0,0,12,2019_Bilal Powell,0
receiving,2019,Jordan Matthews,4,33,0,0,0,10,1,0.25,0,0,12,2019_Jordan Matthews,0
receiving,2019,Travis Benjamin,6,30,0,0,0,13,3,0.5,0,0,16,2019_Travis Benjamin,0
receiving,2019,Ryan Switzer,8,27,0,0,0,8,2,0.25,0,0,11,2019_Ryan Switzer,0
receiving,2019,Justin Jackson,9,22,0,0,0,9,0,0.0,0,0,11,2019_Justin Jackson,0
receiving,2019,Johnny Holton,3,21,0,0,0,18,1,0.333,0,0,15,2019_Johnny Holton,0
