stats_type,year,Player,Rec,Yds,TD,20+,40+,Lng,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts,year_player,won_super_bowl
receiving,2018,Julio Jones,113,1677,8,24,2,58,80,0.708,2,0,170,2018_Julio Jones,0
receiving,2018,DeAndre Hopkins,115,1572,11,23,4,49,81,0.704,2,0,163,2018_DeAndre Hopkins,0
receiving,2018,Mike Evans,86,1524,8,26,6,72,69,0.802,1,0,138,2018_Mike Evans,0
receiving,2018,Tyreek Hill,87,1479,12,27,8,75,60,0.69,0,0,137,2018_Tyreek Hill,0
receiving,2018,JuJu Smith-Schuster,111,1426,7,18,5,97,68,0.613,1,0,166,2018_JuJu Smith-Schuster,0
receiving,2018,Michael Thomas,125,1405,9,17,2,72,75,0.6,2,0,147,2018_Michael Thomas,0
receiving,2018,Davante Adams,111,1386,13,18,5,57,64,0.577,0,0,169,2018_Davante Adams,0
receiving,2018,George Kittle,88,1377,5,20,6,85,60,0.682,0,0,136,2018_George Kittle,0
receiving,2018,Adam Thielen,113,1373,9,17,3,68,74,0.655,1,0,153,2018_Adam Thielen,0
receiving,2018,Travis Kelce,103,1336,10,18,2,43,68,0.66,2,0,150,2018_Travis Kelce,0
receiving,2018,Antonio Brown,104,1297,15,17,6,78,63,0.606,0,0,168,2018_Antonio Brown,0
receiving,2018,T.Y. Hilton,76,1270,6,22,6,68,55,0.724,0,0,120,2018_T.Y. Hilton,0
receiving,2018,Robert Woods,86,1219,6,20,0,39,66,0.767,0,0,130,2018_Robert Woods,0
receiving,2018,Brandin Cooks,80,1204,5,22,4,57,56,0.7,1,0,117,2018_Brandin Cooks,0
receiving,2018,Keenan Allen,97,1196,6,13,1,54,62,0.639,1,0,136,2018_Keenan Allen,0
receiving,2018,Zach Ertz,116,1163,8,13,0,34,66,0.569,1,0,156,2018_Zach Ertz,0
receiving,2018,Kenny Golladay,70,1063,5,19,3,60,56,0.8,1,0,119,2018_Kenny Golladay,0
receiving,2018,Odell Beckham Jr.,77,1052,6,17,3,51,51,0.662,0,0,124,2018_Odell Beckham Jr.,0
receiving,2018,Tyler Boyd,76,1028,7,21,1,49,54,0.711,0,0,108,2018_Tyler Boyd,0
receiving,2018,Stefon Diggs,102,1021,9,13,2,75,49,0.48,0,0,149,2018_Stefon Diggs,0
receiving,2018,Amari Cooper,75,1005,7,10,3,126,53,0.707,2,0,107,2018_Amari Cooper,0
receiving,2018,Jarvis Landry,81,976,4,13,2,51,44,0.543,1,0,149,2018_Jarvis Landry,0
receiving,2018,Tyler Lockett,57,965,10,17,6,52,37,0.649,1,0,70,2018_Tyler Lockett,0
receiving,2018,Jared Cook,68,896,6,15,1,45,46,0.676,0,0,101,2018_Jared Cook,0
receiving,2018,Corey Davis,65,891,4,15,2,51,47,0.723,1,0,112,2018_Corey Davis,0
receiving,2018,Sterling Shepard,66,872,4,12,3,58,47,0.712,0,0,107,2018_Sterling Shepard,0
receiving,2018,Emmanuel Sanders,71,868,4,13,4,64,37,0.521,1,0,98,2018_Emmanuel Sanders,0
receiving,2018,Christian McCaffrey,107,867,6,11,0,38,41,0.383,2,0,124,2018_Christian McCaffrey,0
receiving,2018,Julian Edelman,74,850,6,12,0,36,41,0.554,0,0,108,2018_Julian Edelman,1
receiving,2018,Alshon Jeffery,65,843,6,9,2,52,48,0.738,1,0,92,2018_Alshon Jeffery,0
receiving,2018,Chris Godwin,59,842,7,10,1,48,48,0.814,4,0,95,2018_Chris Godwin,0
receiving,2018,Mohamed Sanu,66,838,4,7,2,44,41,0.621,2,0,94,2018_Mohamed Sanu,0
receiving,2018,Calvin Ridley,64,821,10,11,4,75,39,0.609,2,0,92,2018_Calvin Ridley,0
receiving,2018,Adam Humphries,76,816,5,7,1,51,48,0.632,0,0,105,2018_Adam Humphries,0
receiving,2018,Golden Tate,74,795,4,9,2,99,33,0.446,2,0,113,2018_Golden Tate,0
receiving,2018,D.J. Moore,55,788,2,9,3,82,33,0.6,1,0,82,2018_D.J. Moore,0
receiving,2018,DeSean Jackson,41,774,4,13,5,75,31,0.756,0,0,74,2018_DeSean Jackson,0
receiving,2018,Allen Robinson,55,754,4,11,1,43,36,0.655,1,0,94,2018_Allen Robinson,0
receiving,2018,Robby Anderson,50,752,6,10,2,76,30,0.6,2,0,94,2018_Robby Anderson,0
receiving,2018,James White,87,751,7,3,1,42,38,0.437,0,0,123,2018_James White,1
receiving,2018,Eric Ebron,66,750,13,7,1,53,39,0.591,0,0,110,2018_Eric Ebron,0
receiving,2018,Jordy Nelson,63,739,3,7,3,66,36,0.571,0,0,88,2018_Jordy Nelson,0
receiving,2018,Josh Gordon,41,737,4,12,3,72,30,0.732,0,0,71,2018_Josh Gordon,1
receiving,2018,Nelson Agholor,64,736,4,10,5,83,28,0.438,1,0,97,2018_Nelson Agholor,0
receiving,2018,Larry Fitzgerald,69,734,6,8,0,37,39,0.565,0,0,112,2018_Larry Fitzgerald,0
receiving,2018,Tarik Cohen,71,725,5,9,3,70,29,0.408,1,0,91,2018_Tarik Cohen,0
receiving,2018,Saquon Barkley,91,721,4,5,2,57,30,0.33,0,0,121,2018_Saquon Barkley,0
receiving,2018,Dede Westbrook,66,717,5,15,1,61,38,0.576,2,0,101,2018_Dede Westbrook,0
receiving,2018,John Brown,42,715,5,11,4,71,28,0.667,0,0,97,2018_John Brown,0
receiving,2018,Alvin Kamara,81,709,4,7,1,42,31,0.383,0,0,105,2018_Alvin Kamara,0
receiving,2018,Courtland Sutton,42,704,4,16,3,42,30,0.714,0,0,84,2018_Courtland Sutton,0
receiving,2018,A.J. Green,46,694,6,12,0,38,37,0.804,2,0,77,2018_A.J. Green,0
receiving,2018,Taylor Gabriel,67,688,2,7,3,54,31,0.463,1,0,93,2018_Taylor Gabriel,0
receiving,2018,Rob Gronkowski,47,682,3,8,1,42,34,0.723,1,0,72,2018_Rob Gronkowski,1
receiving,2018,Demaryius Thomas,59,677,5,9,2,76,37,0.627,0,0,89,2018_Demaryius Thomas,0
receiving,2018,Cole Beasley,65,672,3,3,0,32,39,0.6,0,0,87,2018_Cole Beasley,0
receiving,2018,Donte Moncrief,48,668,3,7,2,80,28,0.583,1,0,89,2018_Donte Moncrief,0
receiving,2018,Mike Williams,43,664,10,11,2,55,36,0.837,0,0,66,2018_Mike Williams,0
receiving,2018,Austin Hooper,71,660,4,7,0,36,30,0.423,0,0,88,2018_Austin Hooper,0
receiving,2018,Tyrell Williams,41,653,5,11,4,75,30,0.732,2,0,65,2018_Tyrell Williams,0
receiving,2018,Zay Jones,56,652,7,7,1,57,33,0.589,1,0,102,2018_Zay Jones,0
receiving,2018,Willie Snead,62,651,1,5,0,28,37,0.597,0,0,95,2018_Willie Snead,0
receiving,2018,David Njoku,56,639,4,9,2,66,27,0.482,0,0,88,2018_David Njoku,0
receiving,2018,Jimmy Graham,55,636,2,7,1,54,32,0.582,0,0,89,2018_Jimmy Graham,0
receiving,2018,Kyle Rudolph,64,634,4,6,1,44,32,0.5,0,0,82,2018_Kyle Rudolph,0
receiving,2018,Doug Baldwin,50,618,5,9,2,42,32,0.64,0,0,73,2018_Doug Baldwin,0
receiving,2018,Vance McDonald,50,610,4,6,2,75,33,0.66,2,0,72,2018_Vance McDonald,0
receiving,2018,Jalen Richard,68,607,0,5,0,32,23,0.338,0,0,81,2018_Jalen Richard,0
receiving,2018,Michael Crabtree,54,607,3,6,0,27,35,0.648,0,0,100,2018_Michael Crabtree,0
receiving,2018,Christian Kirk,43,590,3,8,2,75,21,0.488,0,0,68,2018_Christian Kirk,0
receiving,2018,Antonio Callaway,43,586,5,8,3,71,27,0.628,1,0,79,2018_Antonio Callaway,0
receiving,2018,Marquez Valdes-Scantling,38,581,2,8,4,60,23,0.605,0,0,73,2018_Marquez Valdes-Scantling,0
receiving,2018,Todd Gurley,59,580,4,5,1,56,26,0.441,1,0,81,2018_Todd Gurley,0
receiving,2018,Evan Engram,45,577,3,8,2,54,22,0.489,0,0,64,2018_Evan Engram,0
receiving,2018,Danny Amendola,59,575,1,4,0,39,27,0.458,0,0,79,2018_Danny Amendola,0
receiving,2018,Rashard Higgins,39,572,4,11,1,40,27,0.692,2,0,53,2018_Rashard Higgins,0
receiving,2018,Trey Burton,54,569,6,7,1,47,29,0.537,1,0,76,2018_Trey Burton,0
receiving,2018,Ezekiel Elliott,77,567,3,4,0,38,22,0.286,0,0,95,2018_Ezekiel Elliott,0
receiving,2018,Cooper Kupp,40,566,6,9,3,70,25,0.625,0,0,55,2018_Cooper Kupp,0
receiving,2018,O.J. Howard,34,565,5,11,1,75,28,0.824,0,0,48,2018_O.J. Howard,0
receiving,2018,Jordan Reed,54,558,2,7,0,34,26,0.481,1,0,84,2018_Jordan Reed,0
receiving,2018,Kenny Stills,37,553,6,7,2,75,27,0.73,0,0,64,2018_Kenny Stills,0
receiving,2018,Mark Andrews,34,552,3,8,2,74,28,0.824,0,0,50,2018_Mark Andrews,0
receiving,2018,Devin Funchess,44,549,4,8,0,27,35,0.795,0,0,79,2018_Devin Funchess,0
receiving,2018,Robert Foster,27,541,3,9,4,75,20,0.741,0,0,44,2018_Robert Foster,0
receiving,2018,Chris Hogan,35,532,3,11,2,63,22,0.629,0,0,55,2018_Chris Hogan,1
receiving,2018,Josh Doctson,44,532,2,7,0,32,31,0.705,0,0,78,2018_Josh Doctson,0
receiving,2018,Sammy Watkins,40,519,3,7,2,50,24,0.6,0,0,55,2018_Sammy Watkins,0
receiving,2018,Marvin Jones,35,508,5,5,0,39,27,0.771,0,0,62,2018_Marvin Jones,0
receiving,2018,Michael Gallup,33,507,2,10,2,49,21,0.636,0,0,68,2018_Michael Gallup,0
receiving,2018,Will Fuller,32,503,4,7,1,73,23,0.719,0,0,45,2018_Will Fuller,0
receiving,2018,Chris Herndon,39,502,4,9,0,32,25,0.641,1,0,56,2018_Chris Herndon,0
receiving,2018,James Conner,55,497,1,5,0,29,20,0.364,1,0,71,2018_James Conner,0
receiving,2018,Curtis Samuel,39,494,5,6,1,53,24,0.615,0,0,65,2018_Curtis Samuel,0
receiving,2018,Seth Roberts,45,494,2,7,1,44,24,0.533,0,0,64,2018_Seth Roberts,0
receiving,2018,Keelan Cole,38,491,1,7,0,35,25,0.658,2,0,70,2018_Keelan Cole,0
receiving,2018,Melvin Gordon,50,490,4,5,1,66,21,0.42,1,0,66,2018_Melvin Gordon,0
receiving,2018,T.J. Yeldon,55,487,4,4,0,37,21,0.382,0,0,78,2018_T.J. Yeldon,0
receiving,2018,Kendrick Bourne,42,487,4,6,0,33,30,0.714,1,0,67,2018_Kendrick Bourne,0
receiving,2018,Chester Rogers,53,485,2,5,0,34,28,0.528,0,0,72,2018_Chester Rogers,0
receiving,2018,Kenyan Drake,53,477,5,4,1,52,23,0.434,0,0,73,2018_Kenyan Drake,0
receiving,2018,Dante Pettis,27,467,5,9,1,75,19,0.704,0,0,45,2018_Dante Pettis,0
receiving,2018,Taywan Taylor,37,466,1,3,2,55,19,0.514,1,0,56,2018_Taywan Taylor,0
receiving,2018,Quincy Enunwa,38,449,1,6,2,42,22,0.579,2,0,68,2018_Quincy Enunwa,0
receiving,2018,Jarius Wright,43,447,1,8,0,33,25,0.581,3,0,59,2018_Jarius Wright,0
receiving,2018,David Johnson,50,446,3,6,1,40,22,0.44,1,0,76,2018_David Johnson,0
receiving,2018,David Moore,26,445,5,8,2,54,19,0.731,2,0,53,2018_David Moore,0
receiving,2018,C.J. Uzomah,43,439,3,6,0,29,21,0.488,0,0,64,2018_C.J. Uzomah,0
receiving,2018,Duke Johnson,47,429,3,4,0,32,25,0.532,1,0,62,2018_Duke Johnson,0
receiving,2018,Tre'Quan Smith,28,427,5,6,1,62,23,0.821,0,0,44,2018_Tre'Quan Smith,0
receiving,2018,Nyheim Hines,63,425,2,3,0,28,29,0.46,0,0,81,2018_Nyheim Hines,0
receiving,2018,Anthony Miller,33,423,7,6,2,55,19,0.576,0,0,54,2018_Anthony Miller,0
receiving,2018,Jesse James,30,423,2,8,2,51,17,0.567,0,0,39,2018_Jesse James,0
receiving,2018,Austin Ekeler,39,404,3,5,1,44,18,0.462,1,0,53,2018_Austin Ekeler,0
receiving,2018,Josh Reynolds,29,402,5,6,0,33,23,0.793,0,0,53,2018_Josh Reynolds,0
receiving,2018,Benjamin Watson,35,400,2,6,0,32,21,0.6,0,0,46,2018_Benjamin Watson,0
receiving,2018,Dion Lewis,59,400,1,3,0,37,13,0.22,0,0,67,2018_Dion Lewis,0
receiving,2018,Marquise Goodwin,23,395,4,5,2,67,19,0.826,1,0,44,2018_Marquise Goodwin,0
receiving,2018,Albert Wilson,26,391,4,7,3,75,11,0.423,0,0,35,2018_Albert Wilson,0
receiving,2018,Jamison Crowder,29,388,2,4,1,79,15,0.517,0,0,49,2018_Jamison Crowder,0
receiving,2018,Theo Riddick,61,384,0,1,0,20,16,0.262,0,0,74,2018_Theo Riddick,0
receiving,2018,Randall Cobb,38,383,2,4,1,75,18,0.474,1,0,61,2018_Randall Cobb,0
receiving,2018,Kelvin Benjamin,25,380,1,5,1,57,16,0.64,0,0,67,2018_Kelvin Benjamin,0
receiving,2018,Kareem Hunt,26,378,7,7,2,67,17,0.654,0,0,35,2018_Kareem Hunt,0
receiving,2018,Jermaine Kearse,37,371,1,3,0,29,20,0.541,0,0,76,2018_Jermaine Kearse,0
receiving,2018,Vernon Davis,25,367,2,8,2,53,16,0.64,0,0,36,2018_Vernon Davis,0
receiving,2018,Ricky Seals-Jones,34,343,1,5,1,40,14,0.412,0,0,69,2018_Ricky Seals-Jones,0
receiving,2018,Breshad Perriman,16,340,2,4,2,66,13,0.813,0,0,25,2018_Breshad Perriman,0
receiving,2018,Ryan Grant,35,334,1,3,0,23,18,0.514,0,0,52,2018_Ryan Grant,0
receiving,2018,Dallas Goedert,33,334,4,5,0,32,15,0.455,0,0,44,2018_Dallas Goedert,0
receiving,2018,Chris Conley,32,334,5,4,0,27,18,0.563,2,0,52,2018_Chris Conley,0
receiving,2018,Ian Thomas,36,333,2,4,0,31,20,0.556,0,0,49,2018_Ian Thomas,0
receiving,2018,Antonio Gates,28,333,2,5,0,27,19,0.679,1,0,45,2018_Antonio Gates,0
receiving,2018,Equanimeous St. Brown,21,328,0,5,1,54,13,0.619,0,0,36,2018_Equanimeous St. Brown,0
receiving,2018,Kyle Juszczyk,30,324,1,4,1,56,15,0.5,1,0,41,2018_Kyle Juszczyk,0
receiving,2018,Gerald Everett,33,320,3,4,1,40,17,0.515,0,0,50,2018_Gerald Everett,0
receiving,2018,Tajae Sharpe,26,316,2,2,0,28,22,0.846,0,0,47,2018_Tajae Sharpe,0
receiving,2018,Tim Patrick,23,315,1,6,0,26,15,0.652,2,0,41,2018_Tim Patrick,0
receiving,2018,DeVante Parker,24,309,1,3,1,46,14,0.583,0,0,47,2018_DeVante Parker,0
receiving,2018,Blake Jarwin,27,307,3,3,0,39,16,0.593,0,0,36,2018_Blake Jarwin,0
receiving,2018,Ryan Griffin,24,305,0,3,1,47,15,0.625,0,0,43,2018_Ryan Griffin,0
receiving,2018,Dalvin Cook,40,305,2,5,0,27,15,0.375,0,0,49,2018_Dalvin Cook,0
receiving,2018,Jacquizz Rodgers,38,304,0,1,0,24,13,0.342,1,0,45,2018_Jacquizz Rodgers,0
receiving,2018,Dontrelle Inman,28,304,3,4,0,29,16,0.571,0,0,39,2018_Dontrelle Inman,0
receiving,2018,Maurice Harris,28,304,0,3,1,42,12,0.429,0,0,47,2018_Maurice Harris,0
receiving,2018,Geronimo Allison,20,303,2,4,1,64,11,0.55,1,0,30,2018_Geronimo Allison,0
receiving,2018,Laquon Treadwell,35,302,1,1,0,22,16,0.457,0,0,53,2018_Laquon Treadwell,0
receiving,2018,Jordan Matthews,20,300,2,3,1,56,14,0.7,0,0,28,2018_Jordan Matthews,0
receiving,2018,Joe Mixon,43,296,1,2,0,21,14,0.326,0,0,55,2018_Joe Mixon,0
receiving,2018,Allen Hurns,20,295,2,6,1,49,11,0.55,1,0,35,2018_Allen Hurns,0
receiving,2018,Tyler Higbee,24,292,2,3,0,36,16,0.667,1,0,34,2018_Tyler Higbee,0
receiving,2018,Greg Olsen,27,291,4,2,0,23,18,0.667,0,0,38,2018_Greg Olsen,0
receiving,2018,Phillip Dorsett,32,290,3,1,0,20,17,0.531,0,0,42,2018_Phillip Dorsett,1
receiving,2018,Cameron Brate,30,289,6,2,0,21,18,0.6,1,0,49,2018_Cameron Brate,0
receiving,2018,Demarcus Robinson,22,288,4,3,1,89,12,0.545,0,0,33,2018_Demarcus Robinson,0
receiving,2018,Keke Coutee,28,287,1,2,1,40,13,0.464,0,0,41,2018_Keke Coutee,0
receiving,2018,Pierre Garcon,24,286,1,5,0,25,14,0.583,0,0,46,2018_Pierre Garcon,0
receiving,2018,Jeff Heuerman,31,281,2,2,0,36,14,0.452,0,0,48,2018_Jeff Heuerman,0
receiving,2018,Tevin Coleman,32,276,5,3,0,39,15,0.469,1,0,44,2018_Tevin Coleman,0
receiving,2018,Devontae Booker,38,275,0,2,0,30,9,0.237,1,0,51,2018_Devontae Booker,0
receiving,2018,Rhett Ellison,25,272,1,2,0,29,13,0.52,0,0,34,2018_Rhett Ellison,0
receiving,2018,Nick Vannett,29,269,3,1,0,32,17,0.586,1,0,43,2018_Nick Vannett,0
receiving,2018,Chris Thompson,41,268,1,1,0,23,12,0.293,0,0,55,2018_Chris Thompson,0
receiving,2018,Zach Pascal,27,268,2,1,0,28,15,0.556,0,0,46,2018_Zach Pascal,0
receiving,2018,Jakeem Grant,21,268,2,2,1,52,13,0.619,0,0,34,2018_Jakeem Grant,0
receiving,2018,Martavis Bryant,19,266,0,6,1,47,10,0.526,1,0,27,2018_Martavis Bryant,0
receiving,2018,Levine Toilolo,21,263,1,2,0,39,16,0.762,0,0,24,2018_Levine Toilolo,0
receiving,2018,Paul Richardson,20,262,2,5,1,46,12,0.6,0,0,35,2018_Paul Richardson,0
receiving,2018,Matt Breida,27,261,2,5,0,26,12,0.444,0,0,31,2018_Matt Breida,0
receiving,2018,Jason Croom,22,259,1,5,0,26,10,0.455,2,0,35,2018_Jason Croom,0
receiving,2018,Jonnu Smith,20,258,3,3,1,61,10,0.5,1,0,30,2018_Jonnu Smith,0
receiving,2018,Ryan Switzer,36,253,1,1,0,24,15,0.417,0,0,44,2018_Ryan Switzer,0
receiving,2018,Terrelle Pryor,16,252,2,5,1,55,11,0.688,0,0,30,2018_Terrelle Pryor,0
receiving,2018,Matt LaCosse,24,250,1,1,1,44,11,0.458,0,0,37,2018_Matt LaCosse,0
receiving,2018,Cordarrelle Patterson,21,247,3,4,1,55,11,0.524,0,0,28,2018_Cordarrelle Patterson,1
receiving,2018,Jack Doyle,26,245,2,1,0,20,14,0.538,1,0,33,2018_Jack Doyle,0
receiving,2018,DaeSean Hamilton,30,243,2,1,0,24,16,0.533,0,0,46,2018_DaeSean Hamilton,0
receiving,2018,Geoff Swaim,26,242,1,3,1,43,11,0.423,0,0,32,2018_Geoff Swaim,0
receiving,2018,Phillip Lindsay,35,241,1,1,0,29,12,0.343,0,0,47,2018_Phillip Lindsay,0
receiving,2018,LeSean McCoy,34,238,0,2,0,24,10,0.294,0,0,46,2018_LeSean McCoy,0
receiving,2018,Ty Montgomery,25,235,0,2,1,57,7,0.28,0,0,40,2018_Ty Montgomery,0
receiving,2018,Aldrick Robinson,17,231,5,2,1,40,12,0.706,0,0,35,2018_Aldrick Robinson,0
receiving,2018,Wendell Smallwood,28,230,2,3,0,36,9,0.321,1,0,35,2018_Wendell Smallwood,0
receiving,2018,Anthony Firkser,19,225,1,3,0,28,12,0.632,0,0,20,2018_Anthony Firkser,0
receiving,2018,Jordan Akins,17,225,0,3,0,28,11,0.647,0,0,25,2018_Jordan Akins,0
receiving,2018,Spencer Ware,20,224,0,4,0,31,9,0.45,0,0,23,2018_Spencer Ware,0
receiving,2018,Bruce Ellington,31,224,1,2,0,44,14,0.452,0,0,42,2018_Bruce Ellington,0
receiving,2018,Giovani Bernard,35,218,0,2,0,26,8,0.229,0,0,48,2018_Giovani Bernard,0
receiving,2018,James Washington,16,217,1,3,1,47,10,0.625,0,0,38,2018_James Washington,0
receiving,2018,DeAndre Carter,22,216,0,2,1,61,10,0.455,1,0,25,2018_DeAndre Carter,0
receiving,2018,Jordan Thomas,20,215,4,2,0,39,12,0.6,0,0,27,2018_Jordan Thomas,0
receiving,2018,Trent Taylor,26,215,1,1,0,23,11,0.423,0,0,40,2018_Trent Taylor,0
receiving,2018,James O'Shaughnessy,24,214,0,0,0,17,10,0.417,0,0,38,2018_James O'Shaughnessy,0
receiving,2018,Mike Davis,34,214,1,0,0,18,10,0.294,0,0,42,2018_Mike Davis,0
receiving,2018,Kerryon Johnson,32,213,1,1,0,24,11,0.344,0,0,39,2018_Kerryon Johnson,0
receiving,2018,Nick Boyle,23,213,0,1,0,25,10,0.435,0,0,37,2018_Nick Boyle,0
receiving,2018,Jamaal Williams,27,210,0,2,0,26,11,0.407,0,0,41,2018_Jamaal Williams,0
receiving,2018,Trent Sherfield,19,210,1,1,0,21,11,0.579,0,0,28,2018_Trent Sherfield,0
receiving,2018,John Ross,21,210,7,3,0,39,13,0.619,0,0,58,2018_John Ross,0
receiving,2018,Virgil Green,19,210,1,5,0,26,10,0.526,0,0,27,2018_Virgil Green,0
receiving,2018,Keith Kirkwood,13,209,2,4,1,42,10,0.769,0,0,21,2018_Keith Kirkwood,0
receiving,2018,Ted Ginn,17,209,2,3,1,42,10,0.588,1,0,30,2018_Ted Ginn,0
receiving,2018,Adrian Peterson,20,208,1,3,1,52,9,0.45,1,0,26,2018_Adrian Peterson,0
receiving,2018,Aaron Jones,26,206,1,2,0,24,12,0.462,0,0,35,2018_Aaron Jones,0
receiving,2018,Chris Ivory,13,205,0,4,2,55,7,0.538,0,0,21,2018_Chris Ivory,0
receiving,2018,Mike Gesicki,22,202,0,1,0,27,9,0.409,1,0,32,2018_Mike Gesicki,0
receiving,2018,Jaylen Samuels,26,199,3,2,0,23,10,0.385,0,0,29,2018_Jaylen Samuels,0
receiving,2018,Bennie Fowler,16,199,1,3,0,26,12,0.75,1,0,27,2018_Bennie Fowler,0
receiving,2018,Chris Moore,19,196,1,3,0,30,8,0.421,0,0,25,2018_Chris Moore,0
receiving,2018,Javorius Allen,35,196,2,0,0,17,11,0.314,1,0,43,2018_Javorius Allen,0
receiving,2018,Elijah McGuire,19,193,1,2,0,20,10,0.526,0,0,31,2018_Elijah McGuire,0
receiving,2018,Corey Clement,22,192,0,3,0,23,10,0.455,0,0,25,2018_Corey Clement,0
receiving,2018,Torrey Smith,17,190,2,2,0,35,12,0.706,0,0,31,2018_Torrey Smith,0
receiving,2018,Cody Latimer,11,190,1,4,0,39,6,0.545,0,0,16,2018_Cody Latimer,0
receiving,2018,T.J. Jones,19,190,2,3,0,26,10,0.526,0,0,26,2018_T.J. Jones,0
receiving,2018,Russell Shepard,10,188,2,4,2,49,7,0.7,0,0,19,2018_Russell Shepard,0
receiving,2018,Travis Benjamin,12,186,1,4,1,46,9,0.75,0,0,24,2018_Travis Benjamin,0
receiving,2018,Josh Hill,16,185,1,4,0,23,11,0.688,0,0,24,2018_Josh Hill,0
receiving,2018,Leonard Fournette,22,185,1,3,0,31,10,0.455,0,0,26,2018_Leonard Fournette,0
receiving,2018,Charles Clay,21,184,0,2,0,21,11,0.524,1,0,36,2018_Charles Clay,0
receiving,2018,Isaiah McKenzie,18,179,0,1,0,23,10,0.556,0,0,30,2018_Isaiah McKenzie,0
receiving,2018,Tyler Eifert,15,179,1,2,0,29,10,0.667,0,0,19,2018_Tyler Eifert,0
receiving,2018,D.J. Chark,14,174,0,2,0,38,6,0.429,1,0,32,2018_D.J. Chark,0
receiving,2018,Chad Williams,17,171,1,1,0,22,9,0.529,0,0,46,2018_Chad Williams,0
receiving,2018,Lance Kendricks,19,170,1,2,0,22,9,0.474,0,0,25,2018_Lance Kendricks,0
receiving,2018,Mark Ingram,21,170,1,3,0,28,5,0.238,1,0,27,2018_Mark Ingram,0
receiving,2018,Alex Erickson,20,167,0,1,0,28,7,0.35,0,0,29,2018_Alex Erickson,0
receiving,2018,Jaron Brown,14,166,5,1,1,45,9,0.643,0,0,19,2018_Jaron Brown,0
receiving,2018,Luke Stocker,15,165,2,2,0,31,10,0.667,0,0,21,2018_Luke Stocker,0
receiving,2018,Demetrius Harris,12,164,3,2,0,35,9,0.75,0,0,25,2018_Demetrius Harris,0
receiving,2018,Lamar Miller,25,163,1,0,0,16,8,0.32,1,0,35,2018_Lamar Miller,0
receiving,2018,Hayden Hurst,13,163,1,3,0,32,8,0.615,0,0,23,2018_Hayden Hurst,0
receiving,2018,Chris Carson,20,163,0,1,0,27,7,0.35,0,0,24,2018_Chris Carson,0
receiving,2018,Andre Holmes,13,162,0,5,0,29,8,0.615,0,0,24,2018_Andre Holmes,0
receiving,2018,Deonte Thompson,17,161,0,0,0,29,10,0.588,0,0,30,2018_Deonte Thompson,0
receiving,2018,Damien Williams,23,160,2,1,0,32,9,0.391,0,0,24,2018_Damien Williams,0
receiving,2018,Darren Sproles,15,160,2,3,0,37,6,0.4,0,0,23,2018_Darren Sproles,0
receiving,2018,Cody Core,13,160,1,2,0,30,7,0.538,0,0,28,2018_Cody Core,0
receiving,2018,Will Dissly,8,156,2,3,1,66,5,0.625,0,0,14,2018_Will Dissly,0
receiving,2018,Alfred Blue,20,154,0,1,0,28,4,0.2,0,0,27,2018_Alfred Blue,0
receiving,2018,Marcell Ateman,15,154,1,2,0,32,7,0.467,0,0,31,2018_Marcell Ateman,0
receiving,2018,Ito Smith,27,152,0,1,0,20,9,0.333,0,0,32,2018_Ito Smith,0
receiving,2018,Isaiah Crowell,21,152,0,1,0,21,7,0.333,0,0,28,2018_Isaiah Crowell,0
receiving,2018,Dan Arnold,12,150,1,4,0,25,9,0.75,1,0,19,2018_Dan Arnold,0
receiving,2018,Marvin Hall,10,149,1,2,1,47,5,0.5,0,0,19,2018_Marvin Hall,0
receiving,2018,Nick Chubb,20,149,2,2,0,24,5,0.25,0,0,29,2018_Nick Chubb,0
receiving,2018,Jordan Howard,20,145,0,0,0,18,7,0.35,0,0,27,2018_Jordan Howard,0
receiving,2018,Damion Ratley,13,144,0,3,0,27,5,0.385,0,0,20,2018_Damion Ratley,0
receiving,2018,Trenton Cannon,17,144,0,1,0,35,4,0.235,0,0,25,2018_Trenton Cannon,0
receiving,2018,Maxx Williams,16,143,1,3,0,25,7,0.438,0,0,17,2018_Maxx Williams,0
receiving,2018,Ed Dickson,12,143,3,2,1,42,7,0.583,0,0,13,2018_Ed Dickson,0
receiving,2018,Deontay Burnett,10,143,0,3,0,29,7,0.7,0,0,15,2018_Deontay Burnett,0
receiving,2018,Latavius Murray,22,141,0,0,0,16,7,0.318,0,0,26,2018_Latavius Murray,0
receiving,2018,Tavon Austin,8,140,2,2,2,64,5,0.625,0,0,13,2018_Tavon Austin,0
receiving,2018,Brandon Marshall,11,136,1,2,0,27,7,0.636,0,0,23,2018_Brandon Marshall,0
receiving,2018,Brandon LaFell,12,135,2,1,0,24,9,0.75,0,0,16,2018_Brandon LaFell,0
receiving,2018,Justin Jackson,15,135,0,0,0,19,5,0.333,0,0,19,2018_Justin Jackson,0
receiving,2018,Justin Hardy,14,133,2,0,0,19,8,0.571,0,0,22,2018_Justin Hardy,0
receiving,2018,Mo Alie-Cox,7,133,2,4,0,34,6,0.857,0,0,13,2018_Mo Alie-Cox,0
receiving,2018,Rex Burkhead,14,131,1,1,0,25,4,0.286,1,0,20,2018_Rex Burkhead,1
receiving,2018,Richie James,9,130,1,2,1,53,4,0.444,0,0,14,2018_Richie James,0
receiving,2018,Brandon Powell,11,129,0,1,1,41,6,0.545,0,0,17,2018_Brandon Powell,0
